URL,size,Outgoing Links,Content-Type
https://www.dailymail.co.uk/news/article-6720367/Shamima-Begum-expect-spoken-returns-UK-police-chief.html,581419,969,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6725951/Barack-Obama-slams-hip-hop-rap-music-promoting-toxic-masculinity.html,532499,954,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6724963/Trump-jokes-Crazy-Bernie-Sanders-77-year-old-socialist-launches-campaign-unseat-him.html,566550,963,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6727143/Senior-CNN-analyst-warns-Roger-Stone-dandy-raped-prison.html,557009,964,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6727517/More-100-councils-Great-British-Spring-Clean-Royal-Navy-crew-recover-350-bags.html,517469,952,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6726089/Abigail-Kopf-shot-Michigan-Uber-driver-no-childhood-memories-doesnt-feel-normal.html,545682,964,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6724451/Grandmother-Betty-Humphries-worked-NHS-Wales-35-years-died-hospital-failings.html,521503,952,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6725585/Love-Island-star-Charlie-Brake-shares-footage-bungling-burglar-sent-flying.html,520795,951,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6608833/ROBERT-HARDMAN-day-Prince-Philip-diligently-carefully-drove-Windsor-estate.html,525115,949,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6719335/Huaweis-founder-says-world-live-without-it.html,525853,949,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6721951/Police-Tip-Smollett-2-brothers-elevator.html,558132,964,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6727719/Bernie-Sanders-sign-affirmation-run-Democrat-2020.html,547555,965,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6725429/May-slams-Corbyn-turning-proud-Labour-institutionally-anti-Semitic-party.html,519338,952,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6727531/Woman-55-plans-HANDBAG-skin-amputated-LEG.html,514999,950,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6609795/Driver-claims-Prince-Philip-smashed-near-Sandringham-estate.html,555192,957,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6725541/Is-Whoopi-secretly-hosting-Oscars.html,538411,961,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6724465/Michael-Jacksons-maid-breaks-silence-really-went-on.html,547055,951,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6717603/Malia-Obamas-secret-Facebook-account-reveals-anti-Trump-messages.html,176994,209,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6722665/Thousands-demonstrate-against-anti-Semitism-France-following-spike-hate-crimes.html,527635,953,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6673951/Meghan-begged-father-stop-victimizing-wedding.html,544042,960,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6727071/Kansas-man-33-kidnapped-sexually-abused-13yo.html,519055,950,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6725079/Britons-helped-Nazis-World-War-II-receiving-pensions-Germany.html,520050,947,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6721923/Ex-European-president-says-room-compromise.html,529303,952,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/london/index.html,488502,624,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6719215/CBSs-Lara-Logan-says-committing-professional-suicide-admits-media-liberal.html,532246,950,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6723597/Britain-strip-IS-teen-citizenship-lawyer.html,506973,942,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6726435/Cyclone-Oma-barrels-east-coast-Brisbane-Gold-Coast-set-smashed.html,535271,961,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6726677/Convenience-store-El-Chapos-home-state-cashes-jailed-drug-lords-notoriety-souvenirs.html,521480,954,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6721145/Bangladesh-blocks-internet-porn-taking-20-000-websites.html,516350,952,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6612195/Nine-year-old-girl-named-Queenie-reveals-hero-grandfather-helped-rescue-Prince-Philip-97.html,527216,955,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6724753/amp/Amir-Khan-blasts-arrogant-jihadi-bride-Shamima-Begum-giving-Muslims-bad-name.html,300376,782,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6726957/Surveillance-footage-Nigerian-brothers-Jussie-Smollett-attack-buying-ski-masks-red-hat.html,584947,974,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6718373/Jussie-Smollett-staged-hoax-attack-threatening-letter-did-not-attention.html,535112,951,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6726773/Kangaroos-coach-Mal-Meninga-says-Jack-Belin-players-accused-crimes-stood-down.html,515625,948,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6607639/Should-Prince-Philip-driving-97-Palace-insist-Dukes-licence-date.html,530100,960,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6727323/Shamima-Begum-case-questions-answered-including-lose-baby.html,532899,950,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6721221/ISIS-obsessed-teenager-19-plotted-London-Bridge-style-terror-attack.html,514641,951,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6725073/Video-girl-getting-ready-cheer-competition-fatal-gas-explosion.html,528547,952,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6720093/Kamala-Harris-caught-guard-probed-previous-tweet-actor-Jussie-Smollett.html,529880,952,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6724655/At-12-British-ISIS-brides-arrived-Syrian-refugee-camps-past-week.html,533638,962,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6608795/RICHARD-KAY-Prince-Philip-Queen-live-separate.html,528058,948,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6727543/Corbyn-heads-Brussels-talks-Eurocrats.html,514447,950,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6726877/Plastered-Mr-Juncker-EU-Commission-chief-shows-cheek-to.html,530714,953,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6725381/Schoolboy-15-convicted-sex-assault-girl-classroom-allowed-stay-school.html,522181,952,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6718417/Shamima-Begums-baby-taken-Loose-Womens-Denise-Welch-tells-viewers.html,526063,956,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6722129/Suicide-not-fashion-Model-hits-Burberry.html,526779,955,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6727041/Coast-Guard-lieutenant-arrested-arsenal-accused-plotting-massive-attack.html,533034,956,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6726753/House-Dems-readying-bill-block-Trumps-border-emergency.html,529662,955,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6655863/Will-Meghan-baby-Lindo-Wing.html,532563,957,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6727081/Tucker-Carlson-berates-Dutch-historian-accused-taking-dirty-money.html,524204,950,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6722799/John-Major-urges-Tory-rebels-not-abandon-party.html,534798,956,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6724121/Claims-Tory-MPs-defect-new-Independent-Group-soon-TODAY.html,255962,202,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6718073/Malias-Miami-girl-squad-Former-daughters-friends-high-school-classmates.html,172917,200,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6726931/Theresa-insists-progress-Irish-backstop-talks-Brussels.html,518937,951,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6721059/Birmingham-13th-century-moated-manor-house-drawbridge-sale-1-25million.html,162234,184,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6727229/Qantas-Jetstar-ditch-paper-boarding-passes-switch-digital-cut-waste.html,517343,952,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6724415/Kevin-Spaceys-estranged-brother-fears-actor-kill-sexual-assault-allegations.html,533353,959,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6719153/amp/U-S-states-sue-Trump-administration-showdown-border-wall-funds.html,277319,775,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6724061/Only-Fools-Horses-musical-gets-mixed-reviews-critics-opening-night.html,564474,983,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6727651/Sajid-Javid-defends-stripping-ISIS-bride-citizenship-fears-commit-terror-attack.html,621661,993,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6725979/High-Court-judge-ask-Jeremy-Hunt-use-diplomatic-measures-missing-British-girl-12.html,522162,950,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6611205/Mother-two-broke-wrist-Sandringham-car-crash-says-Prince-Philip-NOT-said-sorry.html,565094,961,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6724139/Has-Night-Watcher-fled-Britain-Police-fear-shotgun-wielding-burglar-abroad.html,546942,953,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6723291/Cats-eye-pop-outs-bashed-owner-defecating-house.html,513354,951,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6726471/US-says-Alabama-woman-joined-Islamic-State-return.html,553779,963,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6719269/Navy-officials-say-accusations-Tom-Cruise-rude-filming-Gun-sequel-unfounded.html,525338,950,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6721467/Avalanche-hits-Swiss-piste-leaving-12-people-buried.html,523107,952,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6604385/Archbishop-York-tweets-prayers-Duke-Edinburgh-recover-car-crash.html,527748,954,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6720007/DNA-matching-boy-16-Alesha-MacPhail-body-court-hears.html,524303,955,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6718911/Roger-Stone-posts-Instagram-photo-judge-assigned-case-looks-like-CROSSHAIRS.html,551926,959,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6727451/Television-news-anchor-caught-checking-phone-live-broadcast.html,522789,953,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6708315/Boy-16-accused-killing-six-year-old-Alesha-MacPhail-told-police-no-comment.html,524096,951,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6604211/Prince-Philip-Duke-Edinburgh-carried-driving-cars-horse-drawn-carriages-retirement.html,387786,295,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6724071/Karl-Lagerfelds-ashes-mixed-remains-one-true-love-died-AIDS-1989.html,295755,230,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6725193/Doberman-puppy-gets-mouth-stuck-watering-Hampstead-north-London.html,515734,949,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6726955/INDIA-HICKSs-mother-remember-three-banks-shed-left-priceless-family-gems.html,525971,952,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6717997/Trump-say-Venezuelas-democracy-irreversible.html,236349,216,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6725973/Black-high-school-basketball-star-taunted-N-word-monkey-noises-New-Jersey-game.html,530206,955,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6709059/Teenage-boy-16-accused-Alesha-MacPhails-murder-shared-Snapchat-selfie.html,519266,949,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6665095/Duchess-Cambridges-personal-battle-highlight-importance-childrens-mental-health.html,537901,963,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6724087/Joan-Ryan-Gone-Palestine-Lives-Fury-Young-Labour-sends-gleeful-tweet-eighth-MP-quit.html,523299,958,text/html;charset=UTF-8
https://www.dailymail.co.uk/news/article-6725401/Hunt-California-mother-49-seen-Valentines-afternoon-casino.html,524221,953,text/html;charset=UTF-8
